Participant ID;Answer Number;Word/Answer;Which section;Question;For OT: level
3_ABK21;35;Sorgfalt;CL-3;Cloze;
3_ABK21;1;1;SUS-CL;;
3_ABK21;2;5;SUS-CL;;
3_ABK21;3;2;SUS-CL;;
3_ABK21;4;1;SUS-CL;;
3_ABK21;5;5;SUS-CL;;
3_ABK21;6;2;SUS-CL;;
3_ABK21;7;5;SUS-CL;;
3_ABK21;8;3;SUS-CL;;
3_ABK21;9;1;SUS-CL;;
3_ABK21;1;2;Regular use of CL;;
3_ABK19;1;ausdrücklich;NL-3;;
3_ABK19;2;strafbar;NL-3;Cloze;
3_ABK19;3;Vergehen;NL-3;Cloze;
3_ABK19;4;Verbrechen;NL-3;Cloze;
3_ABK19;5;Tat;NL-3;Cloze;
3_ABK19;6;begeht;NL-3;Cloze;
3_ABK19;7;die;NL-3;Cloze;
3_ABK19;8;möglich;NL-3;Cloze;
3_ABK19;9;nimmt;NL-3;Cloze;
3_ABK19;10;Vergehen;NL-3;Cloze;
3_ABK19;11;Handelns;NL-3;Cloze;
3_ABK19;12;abschätzt;NL-3;Cloze;
3_ABK19;13;nimmt;NL-3;Cloze;
3_ABK19;14;wenn;NL-3;Cloze;
3_ABK19;15;nicht;NL-3;Cloze;
3_ABK19;16;gemäss;NL-3;Cloze;
3_ABK19;17;seinen;NL-3;Cloze;
3_ABK19;1;5;SUS-NL;;
3_ABK19;2;5;SUS-NL;;
3_ABK19;3;1;SUS-NL;;
3_ABK19;4;1;SUS-NL;;
3_ABK19;5;5;SUS-NL;;
3_ABK19;6;1;SUS-NL;;
3_ABK19;7;5;SUS-NL;;
3_ABK19;8;5;SUS-NL;;
3_ABK19;9;5;SUS-NL;;
3_ABK19;1;5;Distraction task;;
3_ABK19;1;Verbrechen;CL-3;OT;OT: Medium
3_ABK19;2;das Gesetz dies nicht explizit erlaubt;CL-3;OT;OT: Medium
3_ABK19;3;verabsäumt;CL-3;OT;OT: High
3_ABK19;4;die der Situation entsprechende Sorgfalt;CL-3;OT;OT: Medium
3_ABK19;1;Verbrechen;CL-3;Cloze;
3_ABK19;2;das;CL-3;Cloze;
3_ABK19;3;wird;CL-3;Cloze;
3_ABK19;4;-;CL-3;Cloze;
3_ABK19;5;Vergehen;CL-3;Cloze;
3_ABK19;6;das;CL-3;Cloze;
3_ABK19;7;wird;CL-3;Cloze;
3_ABK19;8;-;CL-3;Cloze;
3_ABK19;9;bewusst begeht;CL-3;Cloze;
3_ABK19;10;Verbrechen;CL-3;Cloze;
3_ABK19;11;vorsätzlich;CL-3;Cloze;
3_ABK19;12;Verbrechen;CL-3;Cloze;
3_ABK19;13;sich;CL-3;Cloze;
3_ABK19;14;es;CL-3;Cloze;
3_ABK19;15;handelt;CL-3;Cloze;
3_ABK19;16;um;CL-3;Cloze;
3_ABK19;17;Person;CL-3;Cloze;
3_ABK19;18;möglich;CL-3;Cloze;
3_ABK19;19;der;CL-3;Cloze;
3_ABK19;20;sie;CL-3;Cloze;
3_ABK19;21;bewusst;CL-3;Cloze;
3_ABK19;22;bewusst;CL-3;Cloze;
3_ABK19;23;in Kauf nimmt;CL-3;Cloze;
3_ABK19;24;handelt;CL-3;Cloze;
3_ABK19;25;Tat;CL-3;Cloze;
3_ABK19;26;ist;CL-3;Cloze;
3_ABK19;27;aus;CL-3;Cloze;
3_ABK19;28;Tat;CL-3;Cloze;
3_ABK19;29;ist;CL-3;Cloze;
3_ABK19;30;aus;CL-3;Cloze;
3_ABK19;31;Person;CL-3;Cloze;
3_ABK19;32;angepasste;CL-3;Cloze;
3_ABK19;33;dieser;CL-3;Cloze;
3_ABK19;34;dann;CL-3;Cloze;
3_ABK19;35;Sorgfalt;CL-3;Cloze;
3_ABK19;1;1;SUS-CL;;
3_ABK19;2;5;SUS-CL;;
3_ABK19;3;1;SUS-CL;;
3_ABK19;4;5;SUS-CL;;
3_ABK19;5;5;SUS-CL;;
3_ABK19;6;1;SUS-CL;;
3_ABK19;7;5;SUS-CL;;
3_ABK19;8;1;SUS-CL;;
3_ABK19;9;5;SUS-CL;;
3_ABK19;1;1;Regular use of CL;;
3_ABK22;1;vorsätzlich;NL-3;OT;OT: Medium
3_ABK22;2;Verwirklichung;NL-3;OT;OT: Medium
3_ABK22;3;möglich hält;NL-3;OT;OT: High
3_ABK22;4;in Kauf nimmt;NL-3;OT;OT: High
3_ABK22;5;pflichtwiedriger;NL-3;OT;OT: High
3_ABK22;6;bedenkt;NL-3;OT;OT: Low
3_ABK22;7;nicht beachtet;NL-3;OT;OT: Medium
3_ABK22;8;seinen persönlichen Verhältnissen verpflichtet;NL-3;OT;OT: Low
3_ABK22;1;ausdrücklich;NL-3;Cloze;
3_ABK22;2;schuldig;NL-3;Cloze;
3_ABK22;3;Vergehen;NL-3;Cloze;
3_ABK22;4;Verbrechen;NL-3;Cloze;
3_ABK22;5;-;NL-3;Cloze;
3_ABK22;6;-;NL-3;Cloze;
3_ABK22;7;-;NL-3;Cloze;
3_ABK22;8;möglich;NL-3;Cloze;
3_ABK22;9;nimmt;NL-3;Cloze;
3_ABK22;10;Vergehen;NL-3;Cloze;
3_ABK22;11;Handelns;NL-3;Cloze;
3_ABK22;12;beachtet;NL-3;Cloze;
3_ABK22;13;nimmt;NL-3;Cloze;
3_ABK22;14;in welcher;NL-3;Cloze;
3_ABK22;15;nicht;NL-3;Cloze;
3_ABK22;16;-;NL-3;Cloze;
3_ABK22;17;Berücksichtigt;NL-3;Cloze;
3_ABK22;1;4;SUS-NL;;
3_ABK22;2;1;SUS-NL;;
3_ABK22;3;3;SUS-NL;;
3_ABK22;4;4;SUS-NL;;
3_ABK22;5;2;SUS-NL;;
3_ABK22;6;1;SUS-NL;;
3_ABK22;7;4;SUS-NL;;
3_ABK22;8;1;SUS-NL;;
3_ABK22;9;4;SUS-NL;;
3_ABK22;1;5;Distraction task;;
3_ABK22;1;kann;CL-3;OT;OT: High
3_ABK22;2;kann;CL-3;OT;OT: High
3_ABK22;3;bewusstes;CL-3;OT;OT: Medium
3_ABK22;4;bewusstes;CL-3;OT;OT: Medium
3_ABK22;5;glaubt;CL-3;OT;OT: High
3_ABK22;6;handelt;CL-3;OT;OT: Medium
3_ABK22;7;Nachlässigkeit;CL-3;OT;OT: High
3_ABK22;1;Verbrechen;CL-3;Cloze;
3_ABK22;2;-;CL-3;Cloze;
3_ABK22;3;kann;CL-3;Cloze;
3_ABK22;4;werden;CL-3;Cloze;
3_ABK22;5;Verbrechen;CL-3;Cloze;
3_ABK22;6;-;CL-3;Cloze;
3_ABK22;7;kann;CL-3;Cloze;
3_ABK22;8;verfolgt;CL-3;Cloze;
3_ABK22;9;-;CL-3;Cloze;
3_ABK22;10;-;CL-3;Cloze;
3_ABK22;11;-;CL-3;Cloze;
3_ABK22;12;Verbrechen;CL-3;Cloze;
3_ABK22;13;sich;CL-3;Cloze;
3_ABK22;14;es;CL-3;Cloze;
3_ABK22;15;handelt;CL-3;Cloze;
3_ABK22;16;um;CL-3;Cloze;
3_ABK22;17;Person;CL-3;Cloze;
3_ABK22;18;-;CL-3;Cloze;
3_ABK22;19;der;CL-3;Cloze;
3_ABK22;20;die;CL-3;Cloze;
3_ABK22;21;-;CL-3;Cloze;
3_ABK22;22;-;CL-3;Cloze;
3_ABK22;23;-;CL-3;Cloze;
3_ABK22;24;handelt;CL-3;Cloze;
3_ABK22;25;Tat;CL-3;Cloze;
3_ABK22;26;ist;CL-3;Cloze;
3_ABK22;27;aus;CL-3;Cloze;
3_ABK22;28;Tat;CL-3;Cloze;
3_ABK22;29;ist;CL-3;Cloze;
3_ABK22;30;aus;CL-3;Cloze;
3_ABK22;31;Person;CL-3;Cloze;
3_ABK22;32;aus;CL-3;Cloze;
3_ABK22;33;der;CL-3;Cloze;
3_ABK22;34;dann;CL-3;Cloze;
3_ABK22;35;Tat;CL-3;Cloze;
3_ABK22;1;1;SUS-CL;;
3_ABK22;2;3;SUS-CL;;
3_ABK22;3;1;SUS-CL;;
3_ABK22;4;4;SUS-CL;;
3_ABK22;5;3;SUS-CL;;
3_ABK22;6;1;SUS-CL;;
3_ABK22;7;5;SUS-CL;;
3_ABK22;8;1;SUS-CL;;
3_ABK22;9;4;SUS-CL;;
3_ABK22;1;2;Regular use of CL;;
3_BAK20;1;bewusstes;CL-3;OT;OT: Low
3_BAK20;2;bewusstes;CL-3;OT;OT: Low
3_BAK20;3;möglich;CL-3;OT;OT: Medium
3_BAK20;4;bewusst;CL-3;OT;OT: Low
3_BAK20;5;unvorsichtig;CL-3;OT;OT: Medium
3_BAK20;6;Nachlässigkeit;CL-3;OT;OT: Medium
3_BAK20;7;Nachlässigkeit;CL-3;OT;OT: Medium
3_BAK20;8;der Situation entsprechende Sorgfalt;CL-3;OT;OT: High
3_BAK20;1;Verbrechen;CL-3;Cloze;
3_BAK20;2;dies;CL-3;Cloze;
3_BAK20;3;kann;CL-3;Cloze;
3_BAK20;4;werden;CL-3;Cloze;
3_BAK20;5;Verbrechen;CL-3;Cloze;
3_BAK20;6;dies;CL-3;Cloze;
3_BAK20;7;kann;CL-3;Cloze;
3_BAK20;8;werden;CL-3;Cloze;
3_BAK20;9;begeht;CL-3;Cloze;
3_BAK20;10;Kriterien;CL-3;Cloze;
3_BAK20;11;fahrlässig;CL-3;Cloze;
3_BAK20;12;Verbrechen;CL-3;Cloze;
3_BAK20;13;sich;CL-3;Cloze;
3_BAK20;14;es;CL-3;Cloze;
3_BAK20;15;handelt;CL-3;Cloze;
3_BAK20;16;um;CL-3;Cloze;
3_BAK20;17;Person;CL-3;Cloze;
3_BAK20;18;delinquent;CL-3;Cloze;
3_BAK20;19;der;CL-3;Cloze;
3_BAK20;20;diese;CL-3;Cloze;
3_BAK20;21;bewusst;CL-3;Cloze;
3_BAK20;22;bewusst;CL-3;Cloze;
3_BAK20;23;kennt;CL-3;Cloze;
3_BAK20;24;handelt;CL-3;Cloze;
3_BAK20;25;Tat;CL-3;Cloze;
3_BAK20;26;handelt;CL-3;Cloze;
3_BAK20;27;durch;CL-3;Cloze;
3_BAK20;28;Tat;CL-3;Cloze;
3_BAK20;29;gibt;CL-3;Cloze;
3_BAK20;30;durch;CL-3;Cloze;
3_BAK20;31;Tat;CL-3;Cloze;
3_BAK20;32;angemessene;CL-3;Cloze;
3_BAK20;33;einer;CL-3;Cloze;
3_BAK20;34;dann;CL-3;Cloze;
3_BAK20;35;Person;CL-3;Cloze;
3_BAK20;1;2;SUS-CL;;
3_BAK20;2;4;SUS-CL;;
3_BAK20;3;2;SUS-CL;;
3_BAK20;4;1;SUS-CL;;
3_BAK20;5;4;SUS-CL;;
3_BAK20;6;2;SUS-CL;;
3_BAK20;7;4;SUS-CL;;
3_BAK20;8;2;SUS-CL;;
3_BAK20;9;1;SUS-CL;;
3_BAK20;1;5;Distraction task;;
3_BAK20;1;ausdrücklich;NL-3;OT;OT: Medium
3_BAK20;2;vorsätzlich;NL-3;OT;OT: Medium
3_BAK20;3;Wissen und Willen;NL-3;OT;OT: Medium
3_BAK20;4;möglich;NL-3;OT;OT: High
3_BAK20;5;in Kauf nimmt;NL-3;OT;OT: Low
3_BAK20;6;pflichtwidriger Unvorsichtigkeit;NL-3;OT;OT: Medium
3_BAK20;7;nicht Rücksicht nimmt;NL-3;OT;OT: Medium
3_BAK20;8;nach den Umständen und nach seinen persönlichen Verhältnissen verpflichtet ist;NL-3;OT;OT: High
3_BAK20;1;dahingehend;NL-3;Cloze;
3_BAK20;2;-;NL-3;Cloze;
3_BAK20;3;Vergehen;NL-3;Cloze;
3_BAK20;4;Verbrechen;NL-3;Cloze;
3_BAK20;5;Verfehlung;NL-3;Cloze;
3_BAK20;6;begeht;NL-3;Cloze;
3_BAK20;7;bei;NL-3;Cloze;
3_BAK20;8;vorsätzlich;NL-3;Cloze;
3_BAK20;9;nimmt;NL-3;Cloze;
3_BAK20;10;Vergehen;NL-3;Cloze;
3_BAK20;11;Handelns;NL-3;Cloze;
3_BAK20;12;wahrnimmt;NL-3;Cloze;
3_BAK20;13;nimmt;NL-3;Cloze;
3_BAK20;14;wenn;NL-3;Cloze;
3_BAK20;15;nicht;NL-3;Cloze;
3_BAK20;16;unter;NL-3;Cloze;
3_BAK20;17;seinen;NL-3;Cloze;
3_BAK20;1;2;SUS-NL;;
3_BAK20;2;4;SUS-NL;;
3_BAK20;3;2;SUS-NL;;
3_BAK20;4;1;SUS-NL;;
3_BAK20;5;4;SUS-NL;;
3_BAK20;6;1;SUS-NL;;
3_BAK20;7;4;SUS-NL;;
3_BAK20;8;2;SUS-NL;;
3_BAK20;9;1;SUS-NL;;
3_BAK20;1;3;Regular use of CL;;
3_BAK19;1;bewusst;CL-3;OT;OT: High
3_BAK19;2;Verbrechen;CL-3;OT;OT: Low
3_BAK19;3;explizit;CL-3;OT;OT: Medium
3_BAK19;4;strafrechtlich;CL-3;OT;OT: Low
3_BAK19;5;bewusst;CL-3;OT;OT: High
3_BAK19;6;Vergehen;CL-3;OT;OT: Low
3_BAK19;7;Tat;CL-3;OT;OT: Low
3_BAK19;8;Tat;CL-3;OT;OT: Low
3_BAK19;9;bewusst;CL-3;OT;OT: High
3_BAK19;10;Verbrechen;CL-3;OT;OT: Medium
3_BAK19;11;bewusstes;CL-3;OT;OT: High
3_BAK19;12;Verbrechen;CL-3;OT;OT: Medium
3_BAK19;13;Vergehen;CL-3;OT;OT: High
3_BAK19;14;bewusstes;CL-3;OT;OT: High
3_BAK19;15;Vergehen;CL-3;OT;OT: High
3_BAK19;16;akzeptiert;CL-3;OT;OT: High
3_BAK19;17;unvorsichtig;CL-3;OT;OT: High
3_BAK19;18;verabsäumt;CL-3;OT;OT: High
3_BAK19;19;Verbrechen;CL-3;OT;OT: High
3_BAK19;20;Verbrechen;CL-3;OT;OT: High
3_BAK19;21;Nachlässigkeit;CL-3;OT;OT: High
3_BAK19;22;Vergehen;CL-3;OT;OT: High
3_BAK19;23;Vergehen;CL-3;OT;OT: High
3_BAK19;24;Nachlässigkeit;CL-3;OT;OT: High
3_BAK19;25;Sorgfalt;CL-3;OT;OT: Low
3_BAK19;26;Verletzung;CL-3;OT;OT: Medium
3_BAK19;27;Sorgfalt;CL-3;OT;OT: Low
3_BAK19;1;Verbrechen;CL-3;Cloze;
3_BAK19;2;dies;CL-3;Cloze;
3_BAK19;3;kann;CL-3;Cloze;
3_BAK19;4;werden;CL-3;Cloze;
3_BAK19;5;Vergehen;CL-3;Cloze;
3_BAK19;6;dies;CL-3;Cloze;
3_BAK19;7;wird;CL-3;Cloze;
3_BAK19;8;-;CL-3;Cloze;
3_BAK19;9;-;CL-3;Cloze;
3_BAK19;10;-;CL-3;Cloze;
3_BAK19;11;-;CL-3;Cloze;
3_BAK19;12;-;CL-3;Cloze;
3_BAK19;13;-;CL-3;Cloze;
3_BAK19;14;es;CL-3;Cloze;
3_BAK19;15;-;CL-3;Cloze;
3_BAK19;16;-;CL-3;Cloze;
3_BAK19;17;-;CL-3;Cloze;
3_BAK19;18;-;CL-3;Cloze;
3_BAK19;19;-;CL-3;Cloze;
3_BAK19;20;-;CL-3;Cloze;
3_BAK19;21;-;CL-3;Cloze;
3_BAK19;22;-;CL-3;Cloze;
3_BAK19;23;-;CL-3;Cloze;
3_BAK19;24;-;CL-3;Cloze;
3_BAK19;25;-;CL-3;Cloze;
3_BAK19;26;-;CL-3;Cloze;
3_BAK19;27;-;CL-3;Cloze;
3_BAK19;28;-;CL-3;Cloze;
3_BAK19;29;-;CL-3;Cloze;
3_BAK19;30;-;CL-3;Cloze;
3_BAK19;31;-;CL-3;Cloze;
3_BAK19;32;-;CL-3;Cloze;
3_BAK19;33;-;CL-3;Cloze;
3_BAK19;34;-;CL-3;Cloze;
3_BAK19;35;-;CL-3;Cloze;
3_BAK19;1;1;SUS-CL;;
3_BAK19;2;2;SUS-CL;;
3_BAK19;3;1;SUS-CL;;
3_BAK19;4;4;SUS-CL;;
3_BAK19;5;5;SUS-CL;;
3_BAK19;6;1;SUS-CL;;
3_BAK19;7;5;SUS-CL;;
3_BAK19;8;1;SUS-CL;;
3_BAK19;9;5;SUS-CL;;
3_BAK19;1;8;Distraction task;;
3_BAK19;1;ausdrücklich;NL-3;OT;OT: Medium
3_BAK19;2;strafbar;NL-3;OT;OT: Medium
3_BAK19;3;Verwirklichung;NL-3;OT;OT: High
3_BAK19;4;pflichtwidriger;NL-3;OT;OT: High
3_BAK19;5;Rücksicht;NL-3;OT;OT: Low
3_BAK19;6;Pflichtwidrig;NL-3;OT;OT: High
3_BAK19;7;Unvorsichtigkeit;NL-3;OT;OT: Low
3_BAK19;8;Umständen;NL-3;OT;OT: Medium
3_BAK19;9;persönlichen Verhältnissen;NL-3;OT;OT: Medium
3_BAK19;1;ausdrücklich;NL-3;Cloze;
3_BAK19;2;strafbar;NL-3;Cloze;
3_BAK19;3;Vergehen;NL-3;Cloze;
3_BAK19;4;Verbrechen;NL-3;Cloze;
3_BAK19;5;Tat;NL-3;Cloze;
3_BAK19;6;ausführt;NL-3;Cloze;
3_BAK19;7;die;NL-3;Cloze;
3_BAK19;8;möglich;NL-3;Cloze;
3_BAK19;9;nimmt;NL-3;Cloze;
3_BAK19;10;Vergehen;NL-3;Cloze;
3_BAK19;11;Verhaltens;NL-3;Cloze;
3_BAK19;12;-;NL-3;Cloze;
3_BAK19;13;nimmt;NL-3;Cloze;
3_BAK19;14;-;NL-3;Cloze;
3_BAK19;15;-;NL-3;Cloze;
3_BAK19;16;-;NL-3;Cloze;
3_BAK19;17;-;NL-3;Cloze;
3_BAK19;1;1;SUS-NL;;
3_BAK19;2;4;SUS-NL;;
3_BAK19;3;4;SUS-NL;;
3_BAK19;4;1;SUS-NL;;
3_BAK19;5;4;SUS-NL;;
3_BAK19;6;1;SUS-NL;;
3_BAK19;7;4;SUS-NL;;
3_BAK19;8;1;SUS-NL;;
3_BAK19;9;4;SUS-NL;;
3_BAK19;1;1;Regular use of CL;;
3_BAK6;1;Verbrechen;CL-3;OT;OT: Low
3_BAK6;2;Vergehen;CL-3;OT;OT: Low
3_BAK6;3;Tat;CL-3;OT;OT: Medium
3_BAK6;4;Verbrechen;CL-3;OT;OT: Medium
3_BAK6;5;unvorsichtig;CL-3;OT;OT: Medium
3_BAK6;6;nachlässig;CL-3;OT;OT: Medium
3_BAK6;7;Verbrechen;CL-3;OT;OT: Low
3_BAK6;8;Verbrechen;CL-3;OT;OT: Medium
3_BAK6;9;Vergehen;CL-3;OT;OT: Low
3_BAK6;10;Vergehen;CL-3;OT;OT: Medium
3_BAK6;1;Verbrechen;CL-3;Cloze;
3_BAK6;2;dies;CL-3;Cloze;
3_BAK6;3;kann;CL-3;Cloze;
3_BAK6;4;werden;CL-3;Cloze;
3_BAK6;5;Vergehen;CL-3;Cloze;
3_BAK6;6;dies;CL-3;Cloze;
3_BAK6;7;kann;CL-3;Cloze;
3_BAK6;8;werden;CL-3;Cloze;
3_BAK6;9;begeht;CL-3;Cloze;
3_BAK6;10;kann;CL-3;Cloze;
3_BAK6;11;bewusst;CL-3;Cloze;
3_BAK6;12;Vergehen;CL-3;Cloze;
3_BAK6;13;sich;CL-3;Cloze;
3_BAK6;14;es;CL-3;Cloze;
3_BAK6;15;handelt;CL-3;Cloze;
3_BAK6;16;um;CL-3;Cloze;
3_BAK6;17;Person;CL-3;Cloze;
3_BAK6;18;strafbar;CL-3;Cloze;
3_BAK6;19;der;CL-3;Cloze;
3_BAK6;20;die;CL-3;Cloze;
3_BAK6;21;bewusst;CL-3;Cloze;
3_BAK6;22;-;CL-3;Cloze;
3_BAK6;23;vernachlässigt;CL-3;Cloze;
3_BAK6;24;handelt;CL-3;Cloze;
3_BAK6;25;Tat;CL-3;Cloze;
3_BAK6;26;ist;CL-3;Cloze;
3_BAK6;27;-;CL-3;Cloze;
3_BAK6;28;Tat;CL-3;Cloze;
3_BAK6;29;ist;CL-3;Cloze;
3_BAK6;30;mit;CL-3;Cloze;
3_BAK6;31;Tat;CL-3;Cloze;
3_BAK6;32;-;CL-3;Cloze;
3_BAK6;33;diese;CL-3;Cloze;
3_BAK6;34;dann;CL-3;Cloze;
3_BAK6;35;Tat;CL-3;Cloze;
3_BAK6;1;2;SUS-CL;;
3_BAK6;2;4;SUS-CL;;
3_BAK6;3;2;SUS-CL;;
3_BAK6;4;3;SUS-CL;;
3_BAK6;5;4;SUS-CL;;
3_BAK6;6;2;SUS-CL;;
3_BAK6;7;4;SUS-CL;;
3_BAK6;8;2;SUS-CL;;
3_BAK6;9;3;SUS-CL;;
3_BAK6;1;5;Distraction task;;
3_BAK6;1;Verbrechen;NL-3;OT;OT: Medium
3_BAK6;2;Vergehen;NL-3;OT;OT: Medium
3_BAK6;3;Verbrechen;NL-3;OT;OT: High
3_BAK6;4;Vergehen;NL-3;OT;OT: High
3_BAK6;5;Unvorsichtigkeit;NL-3;OT;OT: Medium
3_BAK6;6;nicht Rücksicht;NL-3;OT;OT: Medium
3_BAK6;1;-;NL-3;Cloze;
3_BAK6;2;Verbrechen;NL-3;Cloze;
3_BAK6;3;Pflichtniderlichkeit;NL-3;Cloze;
3_BAK6;4;Verbrechen;NL-3;Cloze;
3_BAK6;5;Tat;NL-3;Cloze;
3_BAK6;6;durchführt;NL-3;Cloze;
3_BAK6;7;die;NL-3;Cloze;
3_BAK6;8;erreichbar;NL-3;Cloze;
3_BAK6;9;nimmt;NL-3;Cloze;
3_BAK6;10;Vergehen;NL-3;Cloze;
3_BAK6;11;Handels;NL-3;Cloze;
3_BAK6;12;beachtet;NL-3;Cloze;
3_BAK6;13;nimmt;NL-3;Cloze;
3_BAK6;14;wenn;NL-3;Cloze;
3_BAK6;15;nicht;NL-3;Cloze;
3_BAK6;16;nach;NL-3;Cloze;
3_BAK6;17;dem;NL-3;Cloze;
3_BAK6;1;2;SUS-NL;;
3_BAK6;2;4;SUS-NL;;
3_BAK6;3;2;SUS-NL;;
3_BAK6;4;4;SUS-NL;;
3_BAK6;5;2;SUS-NL;;
3_BAK6;6;4;SUS-NL;;
3_BAK6;7;2;SUS-NL;;
3_BAK6;8;2;SUS-NL;;
3_BAK6;9;4;SUS-NL;;
3_BAK6;1;2;Regular use of CL;;
2_ABK5;1;angemessen;NL-2;OT;OT: Medium
2_ABK5;2;die erforderlich sind;NL-2;OT;OT: Low
2_ABK5;3;eine transparente Datenbearbeitung gewährleistet ist;NL-2;OT;OT: Medium
2_ABK5;1;Person;NL-2;Cloze;
2_ABK5;2;ihrer;NL-2;Cloze;
2_ABK5;3;auch;NL-2;Cloze;
2_ABK5;4;von;NL-2;Cloze;
2_ABK5;5;wurden;NL-2;Cloze;
2_ABK5;6;Datenverarbeiten;NL-2;Cloze;
2_ABK5;7;-;NL-2;Cloze;
2_ABK5;8;mit;NL-2;Cloze;
2_ABK5;9;sie;NL-2;Cloze;
2_ABK5;10;Gesetz;NL-2;Cloze;
2_ABK5;11;eine;NL-2;Cloze;
2_ABK5;12;Datenverarbeiter;NL-2;Cloze;
2_ABK5;13;Daten;NL-2;Cloze;
2_ABK5;14;Datenverarbeiters;NL-2;Cloze;
2_ABK5;15;Empfänger;NL-2;Cloze;
2_ABK5;16;Daten;NL-2;Cloze;
2_ABK5;17;mitgeteilt;NL-2;Cloze;
2_ABK5;18;von;NL-2;Cloze;
2_ABK5;19;-;NL-2;Cloze;
2_ABK5;20;die;NL-2;Cloze;
2_ABK5;21;mit;NL-2;Cloze;
2_ABK5;1;2;SUS-NL;;
2_ABK5;2;3;SUS-NL;;
2_ABK5;3;2;SUS-NL;;
2_ABK5;4;1;SUS-NL;;
2_ABK5;5;2;SUS-NL;;
2_ABK5;6;2;SUS-NL;;
2_ABK5;7;3;SUS-NL;;
2_ABK5;8;2;SUS-NL;;
2_ABK5;9;2;SUS-NL;;
2_ABK5;1;5;Distraction task;;
2_ABK5;1;oder;CL-2;OT;OT: Low
2_ABK5;1;und;CL-2;Cloze;
2_ABK5;2;sind;CL-2;Cloze;
2_ABK5;3;bettofene;CL-2;Cloze;
2_ABK5;4;dieser;CL-2;Cloze;
2_ABK5;5;die;CL-2;Cloze;
2_ABK5;6;von;CL-2;Cloze;
2_ABK5;7;muss;CL-2;Cloze;
2_ABK5;8;Person;CL-2;Cloze;
2_ABK5;9;dem;CL-2;Cloze;
2_ABK5;10;hat;CL-2;Cloze;
2_ABK5;11;Person;CL-2;Cloze;
2_ABK5;12;Kontaktdaten;CL-2;Cloze;
2_ABK5;13;müssen;CL-2;Cloze;
2_ABK5;14;beinhalten;CL-2;Cloze;
2_ABK5;15;sämtliche;CL-2;Cloze;
2_ABK5;16;sie;CL-2;Cloze;
2_ABK5;17;Datensammler;CL-2;Cloze;
2_ABK5;18;Sammeln;CL-2;Cloze;
2_ABK5;19;Person;CL-2;Cloze;
2_ABK5;20;Datenschutzgesetz;CL-2;Cloze;
2_ABK5;21;Informationen;CL-2;Cloze;
2_ABK5;22;persönlicher;CL-2;Cloze;
2_ABK5;23;gesammlten;CL-2;Cloze;
2_ABK5;24;von;CL-2;Cloze;
2_ABK5;25;dann;CL-2;Cloze;
2_ABK5;26;-;CL-2;Cloze;
2_ABK5;27;der;CL-2;Cloze;
2_ABK5;1;5;SUS-CL;;
2_ABK5;2;1;SUS-CL;;
2_ABK5;3;4;SUS-CL;;
2_ABK5;4;1;SUS-CL;;
2_ABK5;5;1;SUS-CL;;
2_ABK5;6;5;SUS-CL;;
2_ABK5;7;1;SUS-CL;;
2_ABK5;8;5;SUS-CL;;
2_ABK5;9;1;SUS-CL;;
2_ABK5;1;4;Regular use of CL;;
2_BAK10;1;Verantworliche;CL-2;OT;OT: Low
2_BAK10;1;und;CL-2;Cloze;
2_BAK10;2;Daten;CL-2;Cloze;
2_BAK10;3;betrofeene;CL-2;Cloze;
2_BAK10;4;der;CL-2;Cloze;
2_BAK10;5;personbezogene;CL-2;Cloze;
2_BAK10;6;von;CL-2;Cloze;
2_BAK10;7;muss;CL-2;Cloze;
2_BAK10;8;Person;CL-2;Cloze;
2_BAK10;9;dem;CL-2;Cloze;
2_BAK10;10;muss;CL-2;Cloze;
2_BAK10;11;folgenden;CL-2;Cloze;
2_BAK10;12;Identität;CL-2;Cloze;
2_BAK10;13;über;CL-2;Cloze;
2_BAK10;14;-;CL-2;Cloze;
2_BAK10;15;der;CL-2;Cloze;
2_BAK10;16;sie;CL-2;Cloze;
2_BAK10;17;Daten;CL-2;Cloze;
2_BAK10;18;Mitteilen;CL-2;Cloze;
2_BAK10;19;Person;CL-2;Cloze;
2_BAK10;20;Datenschutz;CL-2;Cloze;
2_BAK10;21;Informationen;CL-2;Cloze;
2_BAK10;22;personbezogener;CL-2;Cloze;
2_BAK10;23;personbezogener;CL-2;Cloze;
2_BAK10;24;von;CL-2;Cloze;
2_BAK10;25;dann;CL-2;Cloze;
2_BAK10;26;Person;CL-2;Cloze;
2_BAK10;27;der;CL-2;Cloze;
2_BAK10;1;3;SUS-NL;;
2_BAK10;2;2;SUS-NL;;
2_BAK10;3;4;SUS-NL;;
2_BAK10;4;1;SUS-NL;;
2_BAK10;5;2;SUS-NL;;
2_BAK10;6;5;SUS-NL;;
2_BAK10;7;1;SUS-NL;;
2_BAK10;8;4;SUS-NL;;
2_BAK10;9;1;SUS-NL;;
2_BAK10;1;5;Distraction task;;
2_BAK10;1;Person;NL-2;Cloze;
2_BAK10;2;der;NL-2;Cloze;
2_BAK10;3;auch;NL-2;Cloze;
2_BAK10;4;von;NL-2;Cloze;
2_BAK10;5;werden;NL-2;Cloze;
2_BAK10;6;Man;NL-2;Cloze;
2_BAK10;7;-;NL-2;Cloze;
2_BAK10;8;mit;NL-2;Cloze;
2_BAK10;9;sie;NL-2;Cloze;
2_BAK10;10;Datenschutzgesetz;NL-2;Cloze;
